id,sku,link-href,name,origin_price,discount_percent,discount_percent,img-src,rating,review_count,brand_name,specification
323325,0220042002636,https://www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt,Laptop HP 240 G10 i5 1335U/16GB/512GB/Win11 (9H2E4PT),19.590.000₫,-18%,15.990.000₫,https://cdn.tgdd.vn/Products/Images/44/323325/hp-240-g10-i5-9h2e4pt-thumb-600x600.jpg,,,HP,Giá rẻ quá Online giá rẻ quá 19.590.000₫ Màn hình: 14"; Full HD (1920 x 1080) CPU: i5; 1335U; 1.3GHz Card: Intel UHD Pin: 3-cell; 41Wh Khối lượng: 1.36 kg
313084,0220042002378,https://www.thegioididong.com/laptop/hp-15s-fq5229tu-i3-8u237pa?utm_flashsale=1,Laptop HP 15s fq5229TU i3 1215U/8GB/512GB/Win11 (8U237PA),13.690.000₫,-27%,9.990.000₫,https://cdn.tgdd.vn/Products/Images/44/313084/hp-15s-fq5229tu-i3-8u237pa-thumb-600x600.png,3.9,3921,HP,Giá rẻ quá Online giá rẻ quá 13.690.000₫ Màn hình: 15.6"; Full HD (1920 x 1080) CPU: i3; 1215U; 1.2GHz Card: Intel UHD Pin: 3-cell; 41Wh Khối lượng: 1.69 kg
327097,0220042002744,https://www.thegioididong.com/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa,Laptop HP 15 fd1063TU Ultra 5 125H/16GB/512GB/Win11 (9Z2Y1PA),20.990.000₫,-11%,18.490.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327097/hp-15-fd1063tu-ultra-5-9z2y1pa-thumb-638624258101656316-600x600.jpg,,,HP,Tặng Office 20.990.000₫ Quà 990.000₫ Màn hình: 15.6"; Full HD (1920 x 1080) CPU: Ultra 5; 125H; 1.2GHz Card: Intel Graphics Pin: 3-cell; 41Wh Khối lượng: 1.65 kg
285963,0220042002045,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa?utm_flashsale=1,Laptop HP 240 G9 i5 1235U/8GB/512GB/Win11 (6L1Y2PA),18.590.000₫,-22%,14.490.000₫,https://cdn.tgdd.vn/Products/Images/44/285963/hp-240-g9-i5-6l1y2pa-thumb-1-600x600.jpg,4.3,4355,HP,Giá rẻ quá Online giá rẻ quá 18.590.000₫ Màn hình: 14"; Full HD (1920 x 1080) CPU: i5; 1235U; 1.3GHz Card: Intel UHD Pin: 3-cell; 41Wh Khối lượng: 1.47 kg
305917,0220042002244,https://www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa?utm_flashsale=1,Laptop HP 15s fq5147TU i7 1255U/8GB/512GB/Win11 (7C133PA),20.890.000₫,-23%,15.990.000₫,https://cdn.tgdd.vn/Products/Images/44/305917/hp-15s-fq5147tu-i7-7c133pa-thumb-600x600.jpg,4.2,4229,HP,Giá rẻ quá Online giá rẻ quá 20.890.000₫ Màn hình: 15.6"; Full HD (1920 x 1080) CPU: i7; 1255U; 1.7GHz Card: Intel Iris Xe Pin: 3-cell; 41Wh Khối lượng: 1.69 kg
318165,0220042002466,https://www.thegioididong.com/laptop/hp-240-g8-i3-6l1a2pa,Laptop HP 240 G8 i3 1115G4/8GB/512GB/Win11 (6L1A2PA),12.790.000₫,-21%,9.990.000₫,https://cdn.tgdd.vn/Products/Images/44/318165/hp-240-g8-i3-6l1a2pa-glr-thumb-600x600.jpg,,,HP,Giá rẻ quá 12.790.000₫ Màn hình: 14"; Full HD (1920 x 1080) CPU: i3; 1115G4; 3GHz Card: Intel UHD Pin: 3-cell; 41Wh Khối lượng: 1.4 kg
311177,0220042002357,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,Laptop HP Pavilion 15 eg3091TU i7 1355U/16GB/512GB/Win11 (8C5L2PA),25.290.000₫,-13%,21.890.000₫,https://cdn.tgdd.vn/Products/Images/44/311177/hp-pavilion-15-eg3091tu-i7-8c5l2pa-thumb-600x600.jpg,4.7,473,HP,Giá rẻ quá Online giá rẻ quá 25.290.000₫ Màn hình: 15.6"; Full HD (1920 x 1080) CPU: i7; 1355U; 1.7GHz Card: Intel Iris Xe Pin: 3-cell; 41Wh Khối lượng: 1.69 kg
311114,0220042002358,https://www.thegioididong.com/laptop/hp-240-g9-i3-6l1x7pa?utm_flashsale=1,Laptop HP 240 G9 i3 1215U/8GB/256GB/Win11 (6L1X7PA),12.990.000₫,-26%,9.490.000₫,https://cdn.tgdd.vn/Products/Images/44/311114/hp-240-g9-i3-6l1x7pa-thumb-600x600.jpg,4.4,4422,HP,Giá rẻ quá Online giá rẻ quá 12.990.000₫ Màn hình: 14"; Full HD (1920 x 1080) CPU: i3; 1215U; 1.2GHz Card: Intel UHD Pin: 3-cell; 41Wh Khối lượng: 1.41 kg
321467,0220042002558,https://www.thegioididong.com/laptop/hp-victus-15-fb1022ax-r5-94f19pa,Laptop HP Gaming VICTUS 15 fb1022AX R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (94F19PA),25.490.000₫,-29%,17.990.000₫,https://cdn.tgdd.vn/Products/Images/44/321467/hp-victus-15-fb1022ax-r5-94f19pa-thumb-1-600x600.jpg,,,HP,Giá rẻ quá Online giá rẻ quá 25.490.000₫ Màn hình: 15.6"; Full HD (1920 x 1080); 144Hz CPU: Ryzen 5; 7535HS; 3.3GHz Card: RTX 2050 4GB Pin: 3-cell; 52.5Wh Khối lượng: 2.29 kg
326052,0220042002705,https://www.thegioididong.com/laptop/hp-15-fd1064tu-ultra-5-9z2y2pa?utm_flashsale=1,Laptop HP 15 fd1064TU Ultra 5 125H/16GB/512GB/Win11 (9Z2Y2PA),20.990.000₫,-19%,16.990.000₫,https://cdn.tgdd.vn/Products/Images/44/326052/hp-15-fd1064tu-ultra-5-9z2y2pa-thumb-1-600x600.jpg,,,HP,Tặng Office Online giá rẻ quá 20.990.000₫ Quà 990.000₫ Màn hình: 15.6"; Full HD (1920 x 1080) CPU: Ultra 5; 125H; 1.2GHz Card: Intel Arc Graphics Pin: 3-cell; 41Wh Khối lượng: 1.65 kg
